round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,198
25,197
26,195
27,194
28,192
29,188
30,187
31,186
32,183
33,181
34,179
35,176
36,175
37,174
38,173
39,172
40,170
41,169
42,167
43,167
44,166
45,164
46,162
47,161
48,159
49,157
50,156
51,154
52,152
53,152
54,151
55,150
56,146
57,145
58,143
59,143
60,141
61,140
62,139
63,137
64,135
65,133
66,130
67,128
68,126
69,124
70,124
71,121
72,120
73,119
74,119
75,117
76,116
77,116
78,115
79,114
80,112
81,109
82,104
83,102
84,99
85,95
86,95
87,93
88,93
89,93
90,92
91,90
92,89
93,86
94,84
95,83
96,81
97,81
98,79
99,79
100,77
