round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,197
22,196
23,196
24,196
25,195
26,195
27,194
28,193
29,192
30,190
31,189
32,188
33,186
34,185
35,184
36,184
37,179
38,177
39,172
40,172
41,172
42,170
43,168
44,165
45,162
46,158
47,155
48,153
49,149
50,147
51,146
52,145
53,143
54,141
55,139
56,137
57,135
58,133
59,131
60,131
61,128
62,125
63,125
64,123
65,122
66,122
67,121
68,120
69,118
70,117
71,116
72,116
73,116
74,112
75,111
76,110
77,109
78,107
79,103
80,100
81,99
82,97
83,96
84,94
85,94
86,93
87,92
88,89
89,87
90,83
91,80
92,80
93,80
94,77
95,76
96,76
97,76
98,75
99,74
100,73
