round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,199
24,199
25,198
26,197
27,196
28,193
29,190
30,188
31,186
32,184
33,183
34,182
35,181
36,175
37,175
38,173
39,173
40,172
41,169
42,169
43,168
44,167
45,165
46,163
47,162
48,159
49,157
50,155
51,154
52,154
53,151
54,150
55,147
56,147
57,147
58,145
59,144
60,144
61,144
62,142
63,140
64,138
65,137
66,135
67,133
68,131
69,128
70,125
71,122
72,121
73,120
74,119
75,118
76,115
77,113
78,113
79,109
80,106
81,104
82,103
83,102
84,102
85,102
86,99
87,98
88,95
89,94
90,94
91,91
92,89
93,87
94,87
95,86
96,83
97,80
98,79
99,79
100,77
