round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,199
16,199
17,199
18,198
19,198
20,197
21,195
22,195
23,193
24,191
25,190
26,187
27,183
28,180
29,178
30,176
31,171
32,167
33,165
34,164
35,161
36,157
37,156
38,149
39,147
40,145
41,143
42,140
43,139
44,135
45,131
46,127
47,123
48,121
49,120
50,118
51,115
52,113
53,109
54,105
55,104
56,99
57,93
58,91
59,87
60,79
61,77
62,75
63,73
64,71
65,68
66,65
67,61
68,59
69,54
70,53
71,51
72,48
73,46
74,46
75,44
76,42
77,42
78,41
79,40
80,40
81,40
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
