round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,199
17,197
18,197
19,197
20,195
21,190
22,187
23,184
24,183
25,178
26,177
27,176
28,174
29,173
30,170
31,168
32,166
33,163
34,162
35,161
36,160
37,158
38,154
39,150
40,149
41,148
42,147
43,146
44,139
45,137
46,134
47,132
48,126
49,120
50,119
51,117
52,115
53,112
54,110
55,106
56,98
57,95
58,92
59,86
60,83
61,80
62,78
63,73
64,70
65,66
66,61
67,58
68,57
69,57
70,56
71,55
72,53
73,51
74,49
75,47
76,47
77,45
78,45
79,43
80,42
81,42
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
