round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,197
28,197
29,194
30,192
31,191
32,191
33,190
34,187
35,187
36,186
37,185
38,184
39,182
40,178
41,177
42,176
43,171
44,171
45,169
46,165
47,163
48,161
49,159
50,158
51,154
52,151
53,149
54,146
55,143
56,141
57,139
58,136
59,135
60,134
61,131
62,131
63,127
64,125
65,125
66,124
67,123
68,121
69,121
70,121
71,119
72,116
73,116
74,113
75,110
76,108
77,104
78,103
79,102
80,101
81,98
82,98
83,96
84,91
85,89
86,88
87,86
88,82
89,80
90,79
91,79
92,79
93,79
94,78
95,78
96,75
97,74
98,71
99,69
100,68
