round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,196
27,195
28,191
29,189
30,188
31,187
32,184
33,180
34,177
35,175
36,175
37,173
38,171
39,168
40,166
41,165
42,163
43,162
44,161
45,160
46,160
47,159
48,159
49,157
50,153
51,152
52,151
53,150
54,147
55,146
56,144
57,144
58,144
59,143
60,143
61,139
62,139
63,137
64,137
65,133
66,131
67,131
68,128
69,127
70,126
71,125
72,122
73,119
74,118
75,118
76,116
77,114
78,113
79,110
80,108
81,108
82,107
83,105
84,103
85,101
86,100
87,99
88,96
89,93
90,90
91,88
92,86
93,86
94,86
95,85
96,85
97,82
98,80
99,78
100,76
