round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,199
17,198
18,197
19,195
20,194
21,191
22,185
23,181
24,179
25,176
26,172
27,171
28,169
29,166
30,164
31,159
32,156
33,155
34,154
35,152
36,152
37,149
38,145
39,144
40,141
41,139
42,138
43,136
44,133
45,133
46,131
47,129
48,128
49,127
50,124
51,123
52,121
53,117
54,113
55,110
56,105
57,102
58,100
59,95
60,89
61,88
62,86
63,83
64,79
65,75
66,72
67,66
68,64
69,62
70,60
71,58
72,55
73,51
74,47
75,45
76,45
77,43
78,41
79,41
80,41
81,41
82,41
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
