round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,198
25,196
26,195
27,194
28,190
29,187
30,184
31,183
32,182
33,182
34,182
35,180
36,177
37,176
38,171
39,171
40,169
41,167
42,166
43,165
44,165
45,164
46,161
47,160
48,157
49,155
50,154
51,151
52,148
53,147
54,145
55,143
56,140
57,136
58,131
59,129
60,126
61,126
62,122
63,117
64,117
65,117
66,115
67,113
68,109
69,106
70,103
71,103
72,102
73,99
74,99
75,97
76,95
77,94
78,91
79,91
80,90
81,88
82,86
83,84
84,82
85,80
86,78
87,76
88,76
89,73
90,71
91,70
92,69
93,68
94,66
95,65
96,62
97,62
98,61
99,61
100,61
