round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,199
19,199
20,199
21,199
22,197
23,195
24,195
25,195
26,194
27,193
28,190
29,186
30,186
31,183
32,180
33,177
34,176
35,174
36,173
37,170
38,169
39,168
40,164
41,162
42,161
43,158
44,158
45,155
46,152
47,150
48,147
49,144
50,144
51,143
52,141
53,138
54,138
55,135
56,133
57,132
58,130
59,129
60,126
61,125
62,122
63,118
64,117
65,117
66,114
67,111
68,110
69,108
70,107
71,106
72,103
73,102
74,101
75,101
76,100
77,96
78,92
79,91
80,90
81,90
82,90
83,88
84,87
85,85
86,84
87,84
88,83
89,82
90,79
91,78
92,77
93,75
94,73
95,72
96,71
97,66
98,63
99,61
100,58
