round,test_accuracy
1,18.65814696485623
2,10.223642172523961
3,16.45367412140575
4,33.70607028753994
5,24.217252396166135
6,25.782747603833865
7,36.86900958466454
8,52.364217252396166
9,55.17571884984026
10,54.53674121405751
11,49.680511182108624
12,37.38019169329073
13,52.3961661341853
14,63.48242811501598
15,63.13099041533546
16,66.3258785942492
17,72.68370607028754
18,68.46645367412141
19,75.52715654952077
20,72.17252396166134
21,71.72523961661342
22,78.01916932907348
23,74.31309904153355
24,74.76038338658147
25,77.79552715654953
26,79.1373801916933
27,79.20127795527156
28,80.12779552715655
29,79.7444089456869
30,80.28753993610223
31,78.6261980830671
32,80.31948881789137
33,82.71565495207668
34,81.85303514376997
35,82.97124600638978
36,82.87539936102236
37,81.1182108626198
38,84.02555910543131
39,83.19488817891374
40,87.02875399361022
41,87.73162939297124
42,81.75718849840256
43,87.63578274760384
44,82.49201277955271
45,79.80830670926518
46,84.08945686900958
47,80.70287539936102
48,80.99041533546325
49,77.02875399361022
50,80.92651757188499
51,82.20447284345047
52,79.07348242811501
53,80.03194888178913
54,73.80191693290735
55,78.72204472843451
56,76.35782747603834
57,75.11182108626198
58,76.48562300319489
59,76.64536741214057
60,78.40255591054313
61,79.1373801916933
62,75.27156549520767
63,80.70287539936102
64,77.53993610223642
65,77.57188498402556
66,78.69009584664536
67,79.61661341853035
68,77.09265175718849
69,79.64856230031948
70,78.1150159744409
71,80.31948881789137
72,79.32907348242811
73,79.00958466453675
74,82.30031948881789
75,78.8817891373802
76,79.55271565495208
77,80.0
78,80.35143769968052
79,80.35143769968052
80,80.06389776357827
81,79.96805111821087
82,80.6070287539936
83,79.7444089456869
84,83.80191693290735
85,82.04472843450479
86,79.87220447284345
87,80.79872204472844
88,80.95846645367412
89,80.7667731629393
90,81.78913738019169
91,81.40575079872204
92,81.78913738019169
93,81.50159744408946
94,83.9297124600639
95,80.41533546325878
96,80.89456869009585
97,81.72523961661342
98,81.50159744408946
99,81.18210862619809
100,83.1629392971246
