round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,198
20,197
21,196
22,196
23,196
24,195
25,195
26,194
27,193
28,188
29,186
30,185
31,183
32,182
33,176
34,173
35,170
36,169
37,168
38,166
39,163
40,161
41,159
42,158
43,156
44,155
45,154
46,151
47,150
48,148
49,145
50,143
51,139
52,137
53,137
54,137
55,134
56,132
57,131
58,131
59,130
60,129
61,127
62,125
63,120
64,119
65,117
66,117
67,114
68,114
69,113
70,112
71,109
72,106
73,105
74,104
75,102
76,101
77,100
78,98
79,96
80,95
81,92
82,88
83,86
84,85
85,84
86,84
87,83
88,80
89,78
90,77
91,76
92,76
93,76
94,74
95,73
96,71
97,69
98,67
99,66
100,64
