round,test_accuracy
1,11.054313099041533
2,9.936102236421725
3,22.843450479233226
4,28.562300319488816
5,16.389776357827476
6,33.96166134185304
7,53.22683706070288
8,53.03514376996805
9,39.77635782747604
10,50.38338658146965
11,55.52715654952077
12,61.757188498402556
13,58.27476038338658
14,60.5111821086262
15,63.86581469648562
16,66.93290734824281
17,72.90734824281151
18,71.53354632587859
19,64.56869009584665
20,68.370607028754
21,73.25878594249201
22,84.05750798722045
23,71.629392971246
24,68.65814696485623
25,82.49201277955271
26,77.06070287539936
27,83.99361022364218
28,72.17252396166134
29,74.92012779552715
30,76.99680511182109
31,84.28115015974441
32,86.13418530351437
33,83.73801916932908
34,80.22364217252397
35,85.14376996805112
36,71.59744408945687
37,81.56549520766774
38,82.68370607028754
39,82.46006389776358
40,78.33865814696486
41,84.21725239616613
42,78.75399361022365
43,88.75399361022365
44,88.14696485623003
45,87.57188498402556
46,86.93290734824281
47,83.76996805111821
48,84.82428115015975
49,81.40575079872204
50,80.89456869009585
51,75.814696485623
52,86.00638977635782
53,87.53993610223642
54,82.04472843450479
55,80.12779552715655
56,86.80511182108626
57,79.93610223642173
58,76.13418530351437
59,73.89776357827476
60,70.19169329073482
61,70.54313099041534
62,50.191693290734825
63,81.24600638977635
64,38.753993610223645
65,77.79552715654953
66,60.35143769968051
67,61.43769968051118
68,73.22683706070288
69,62.81150159744409
70,69.1373801916933
71,55.36741214057508
72,69.00958466453675
73,62.42811501597444
74,68.78594249201278
75,57.92332268370607
76,65.68690095846645
77,57.85942492012779
78,63.45047923322684
79,62.81150159744409
80,60.99041533546326
81,62.04472843450479
82,58.27476038338658
83,65.75079872204473
84,58.65814696485623
85,68.9776357827476
86,59.968051118210866
87,69.84025559105432
88,65.5591054313099
89,68.30670926517571
90,66.77316293929712
91,64.60063897763578
92,62.9073482428115
93,66.6773162939297
94,64.02555910543131
95,60.894568690095845
96,62.42811501597444
97,61.21405750798722
98,69.32907348242811
99,70.28753993610223
100,64.31309904153355
