round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,197
23,196
24,195
25,193
26,190
27,190
28,189
29,188
30,187
31,187
32,185
33,185
34,183
35,182
36,180
37,178
38,178
39,177
40,176
41,176
42,175
43,174
44,172
45,171
46,170
47,169
48,169
49,167
50,167
51,165
52,164
53,164
54,164
55,164
56,163
57,163
58,163
59,163
60,163
61,162
62,159
63,158
64,156
65,155
66,153
67,152
68,150
69,149
70,148
71,147
72,146
73,146
74,144
75,144
76,142
77,141
78,140
79,138
80,137
81,134
82,133
83,133
84,130
85,129
86,129
87,128
88,126
89,123
90,121
91,121
92,121
93,118
94,118
95,117
96,117
97,116
98,116
99,115
100,114
