round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,199
14,199
15,199
16,198
17,198
18,197
19,195
20,193
21,190
22,188
23,187
24,183
25,182
26,180
27,176
28,174
29,172
30,171
31,169
32,168
33,168
34,167
35,163
36,161
37,154
38,153
39,149
40,146
41,144
42,141
43,139
44,137
45,134
46,132
47,130
48,128
49,125
50,121
51,116
52,114
53,109
54,106
55,104
56,103
57,99
58,92
59,90
60,88
61,86
62,80
63,77
64,75
65,74
66,69
67,67
68,64
69,62
70,62
71,61
72,59
73,57
74,56
75,53
76,51
77,45
78,43
79,42
80,42
81,42
82,42
83,42
84,41
85,41
86,41
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
