round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,198
16,198
17,198
18,198
19,196
20,195
21,191
22,189
23,188
24,187
25,185
26,183
27,181
28,180
29,180
30,179
31,174
32,171
33,169
34,166
35,161
36,159
37,156
38,155
39,153
40,147
41,143
42,140
43,138
44,133
45,132
46,130
47,128
48,123
49,122
50,119
51,116
52,113
53,108
54,106
55,102
56,101
57,98
58,95
59,92
60,91
61,83
62,80
63,77
64,73
65,73
66,69
67,66
68,60
69,58
70,56
71,55
72,47
73,45
74,44
75,44
76,43
77,43
78,42
79,41
80,40
81,40
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
