round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,198
26,196
27,193
28,188
29,186
30,184
31,181
32,180
33,176
34,174
35,172
36,171
37,169
38,168
39,167
40,166
41,166
42,164
43,161
44,159
45,158
46,157
47,157
48,157
49,156
50,153
51,152
52,151
53,150
54,148
55,148
56,146
57,143
58,141
59,137
60,135
61,133
62,132
63,128
64,126
65,124
66,121
67,117
68,114
69,112
70,109
71,107
72,105
73,103
74,100
75,99
76,96
77,96
78,95
79,93
80,92
81,91
82,89
83,89
84,89
85,89
86,86
87,83
88,77
89,77
90,76
91,75
92,75
93,74
94,71
95,69
96,67
97,66
98,64
99,62
100,61
