round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,199
9,198
10,198
11,198
12,197
13,196
14,196
15,196
16,195
17,193
18,193
19,193
20,192
21,192
22,192
23,190
24,188
25,187
26,187
27,186
28,184
29,182
30,181
31,180
32,178
33,177
34,175
35,173
36,172
37,171
38,171
39,171
40,169
41,168
42,167
43,166
44,166
45,166
46,162
47,161
48,160
49,160
50,160
51,160
52,159
53,157
54,156
55,156
56,154
57,153
58,152
59,152
60,151
61,151
62,150
63,148
64,148
65,147
66,147
67,146
68,144
69,144
70,141
71,141
72,141
73,139
74,138
75,138
76,137
77,136
78,135
79,135
80,133
81,130
82,129
83,129
84,127
85,125
86,123
87,121
88,121
89,121
90,120
91,120
92,120
93,120
94,118
95,118
96,116
97,116
98,116
99,114
100,113
