round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,198
11,198
12,198
13,197
14,197
15,196
16,196
17,194
18,193
19,193
20,193
21,192
22,192
23,192
24,192
25,192
26,190
27,187
28,186
29,184
30,179
31,179
32,178
33,177
34,176
35,175
36,174
37,172
38,168
39,164
40,164
41,162
42,162
43,159
44,157
45,156
46,155
47,152
48,152
49,152
50,151
51,151
52,150
53,149
54,147
55,147
56,145
57,144
58,143
59,143
60,142
61,142
62,141
63,139
64,139
65,139
66,138
67,137
68,137
69,137
70,137
71,136
72,135
73,135
74,133
75,133
76,131
77,130
78,129
79,129
80,127
81,127
82,125
83,124
84,122
85,122
86,121
87,118
88,116
89,116
90,114
91,114
92,113
93,113
94,113
95,113
96,111
97,111
98,110
99,110
100,109
