round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,198
26,195
27,195
28,194
29,192
30,190
31,190
32,186
33,185
34,184
35,184
36,184
37,181
38,179
39,179
40,178
41,177
42,177
43,175
44,174
45,173
46,173
47,173
48,171
49,169
50,168
51,168
52,166
53,163
54,163
55,163
56,163
57,162
58,160
59,159
60,159
61,159
62,158
63,157
64,156
65,156
66,155
67,155
68,155
69,155
70,153
71,151
72,151
73,150
74,148
75,146
76,144
77,143
78,141
79,141
80,140
81,140
82,139
83,138
84,137
85,135
86,135
87,135
88,134
89,131
90,131
91,129
92,129
93,129
94,128
95,127
96,126
97,124
98,123
99,123
100,123
