round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,199
18,198
19,197
20,197
21,197
22,196
23,193
24,192
25,191
26,191
27,191
28,191
29,189
30,188
31,187
32,182
33,181
34,178
35,176
36,176
37,172
38,168
39,164
40,162
41,160
42,158
43,158
44,157
45,156
46,156
47,154
48,154
49,153
50,148
51,147
52,145
53,144
54,143
55,140
56,138
57,138
58,135
59,134
60,134
61,133
62,130
63,130
64,129
65,128
66,127
67,123
68,123
69,122
70,121
71,121
72,120
73,120
74,117
75,112
76,111
77,110
78,109
79,109
80,109
81,108
82,106
83,106
84,104
85,102
86,101
87,101
88,101
89,101
90,101
91,101
92,101
93,101
94,100
95,100
96,100
97,100
98,100
99,100
100,100
