round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,199
21,199
22,199
23,199
24,198
25,197
26,195
27,195
28,195
29,195
30,194
31,193
32,192
33,191
34,191
35,191
36,190
37,188
38,187
39,185
40,183
41,183
42,180
43,176
44,176
45,174
46,172
47,170
48,170
49,170
50,168
51,165
52,163
53,161
54,161
55,159
56,158
57,158
58,157
59,156
60,155
61,152
62,152
63,152
64,150
65,149
66,149
67,147
68,145
69,142
70,141
71,141
72,140
73,138
74,138
75,138
76,137
77,136
78,136
79,134
80,134
81,131
82,130
83,128
84,127
85,127
86,125
87,124
88,123
89,121
90,120
91,119
92,118
93,118
94,116
95,116
96,115
97,113
98,112
99,112
100,110
