round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,199
24,197
25,197
26,197
27,194
28,194
29,193
30,192
31,191
32,191
33,189
34,189
35,189
36,189
37,189
38,183
39,182
40,180
41,180
42,179
43,179
44,178
45,175
46,174
47,171
48,170
49,170
50,170
51,170
52,165
53,163
54,162
55,162
56,162
57,161
58,160
59,160
60,159
61,159
62,159
63,159
64,158
65,155
66,153
67,152
68,150
69,146
70,145
71,143
72,141
73,141
74,139
75,139
76,139
77,138
78,137
79,136
80,135
81,133
82,131
83,129
84,129
85,128
86,127
87,126
88,125
89,123
90,120
91,120
92,119
93,117
94,114
95,113
96,113
97,111
98,107
99,107
100,107
