round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,198
23,198
24,198
25,196
26,195
27,195
28,195
29,195
30,195
31,194
32,191
33,188
34,186
35,185
36,184
37,183
38,182
39,181
40,181
41,180
42,180
43,180
44,178
45,176
46,174
47,172
48,172
49,172
50,169
51,168
52,168
53,166
54,165
55,163
56,162
57,162
58,161
59,160
60,156
61,156
62,154
63,154
64,154
65,153
66,152
67,149
68,147
69,147
70,147
71,144
72,142
73,141
74,138
75,136
76,135
77,134
78,133
79,131
80,131
81,131
82,129
83,127
84,126
85,126
86,126
87,125
88,125
89,124
90,123
91,123
92,122
93,121
94,121
95,120
96,116
97,116
98,116
99,116
100,113
