round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,197
28,197
29,194
30,193
31,192
32,189
33,187
34,186
35,186
36,186
37,185
38,181
39,180
40,179
41,177
42,176
43,173
44,169
45,168
46,167
47,164
48,160
49,158
50,155
51,151
52,149
53,147
54,146
55,146
56,145
57,144
58,140
59,138
60,138
61,136
62,135
63,132
64,131
65,130
66,127
67,125
68,123
69,121
70,117
71,117
72,116
73,116
74,115
75,113
76,111
77,108
78,104
79,104
80,102
81,98
82,97
83,95
84,93
85,91
86,89
87,89
88,87
89,85
90,84
91,81
92,80
93,80
94,78
95,77
96,76
97,74
98,73
99,73
100,72
