round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,197
26,196
27,192
28,191
29,191
30,189
31,189
32,189
33,186
34,185
35,184
36,184
37,179
38,178
39,177
40,176
41,172
42,169
43,169
44,167
45,165
46,163
47,163
48,161
49,160
50,160
51,159
52,158
53,156
54,155
55,154
56,152
57,150
58,149
59,148
60,148
61,146
62,142
63,140
64,135
65,134
66,133
67,130
68,129
69,128
70,125
71,124
72,122
73,122
74,119
75,119
76,117
77,111
78,110
79,109
80,109
81,107
82,107
83,103
84,101
85,101
86,98
87,95
88,93
89,91
90,89
91,88
92,86
93,86
94,84
95,81
96,80
97,79
98,77
99,76
100,74
