round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,198
25,198
26,197
27,197
28,194
29,193
30,188
31,186
32,185
33,182
34,181
35,178
36,177
37,174
38,171
39,171
40,171
41,170
42,170
43,169
44,166
45,165
46,164
47,163
48,161
49,159
50,157
51,155
52,155
53,152
54,152
55,151
56,147
57,147
58,145
59,144
60,144
61,142
62,142
63,140
64,139
65,137
66,131
67,130
68,127
69,121
70,120
71,119
72,117
73,115
74,114
75,112
76,112
77,111
78,109
79,108
80,103
81,102
82,101
83,100
84,99
85,99
86,96
87,95
88,94
89,94
90,91
91,89
92,89
93,89
94,86
95,82
96,81
97,80
98,77
99,76
100,75
