round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,196
26,195
27,193
28,192
29,192
30,191
31,191
32,188
33,185
34,183
35,182
36,177
37,175
38,174
39,172
40,169
41,166
42,164
43,161
44,159
45,157
46,155
47,154
48,154
49,153
50,151
51,150
52,150
53,148
54,147
55,141
56,140
57,139
58,135
59,135
60,134
61,133
62,132
63,131
64,130
65,129
66,129
67,128
68,127
69,126
70,125
71,123
72,121
73,119
74,116
75,115
76,111
77,109
78,109
79,106
80,103
81,102
82,102
83,100
84,97
85,95
86,94
87,91
88,89
89,89
90,88
91,88
92,86
93,85
94,84
95,83
96,82
97,81
98,80
99,79
100,78
