round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,198
19,197
20,197
21,197
22,197
23,197
24,196
25,194
26,190
27,188
28,188
29,185
30,184
31,184
32,180
33,178
34,175
35,173
36,173
37,172
38,169
39,168
40,164
41,164
42,163
43,162
44,161
45,158
46,156
47,152
48,150
49,149
50,149
51,147
52,147
53,146
54,146
55,144
56,142
57,141
58,140
59,140
60,140
61,139
62,137
63,133
64,131
65,126
66,125
67,123
68,122
69,118
70,116
71,113
72,111
73,110
74,109
75,108
76,106
77,104
78,101
79,100
80,98
81,98
82,97
83,96
84,94
85,94
86,89
87,87
88,85
89,85
90,85
91,84
92,84
93,83
94,81
95,80
96,79
97,76
98,74
99,74
100,73
