round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,198
19,197
20,196
21,196
22,196
23,196
24,195
25,195
26,195
27,193
28,189
29,186
30,186
31,182
32,179
33,178
34,175
35,174
36,173
37,170
38,168
39,168
40,165
41,164
42,161
43,159
44,159
45,157
46,154
47,152
48,148
49,147
50,146
51,145
52,142
53,139
54,138
55,135
56,135
57,134
58,134
59,131
60,130
61,125
62,123
63,121
64,120
65,118
66,117
67,114
68,111
69,110
70,109
71,107
72,105
73,104
74,104
75,100
76,98
77,98
78,98
79,98
80,96
81,95
82,93
83,91
84,91
85,91
86,90
87,88
88,86
89,86
90,83
91,82
92,82
93,81
94,79
95,78
96,77
97,76
98,74
99,71
100,69
