round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,199
24,196
25,195
26,193
27,190
28,186
29,183
30,183
31,181
32,181
33,179
34,178
35,177
36,176
37,175
38,172
39,171
40,169
41,169
42,168
43,168
44,167
45,164
46,164
47,163
48,162
49,161
50,160
51,160
52,160
53,160
54,159
55,159
56,158
57,158
58,158
59,157
60,157
61,156
62,156
63,154
64,154
65,153
66,152
67,152
68,151
69,149
70,149
71,148
72,147
73,146
74,145
75,143
76,141
77,140
78,139
79,136
80,133
81,132
82,132
83,132
84,130
85,130
86,130
87,125
88,124
89,124
90,122
91,120
92,119
93,116
94,115
95,113
96,111
97,110
98,108
99,108
100,108
