round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,198
20,196
21,194
22,192
23,192
24,191
25,190
26,189
27,188
28,188
29,185
30,185
31,183
32,182
33,181
34,181
35,180
36,177
37,175
38,173
39,172
40,170
41,168
42,167
43,167
44,162
45,159
46,156
47,155
48,154
49,150
50,147
51,144
52,140
53,139
54,138
55,138
56,137
57,137
58,136
59,134
60,132
61,131
62,131
63,129
64,128
65,125
66,123
67,122
68,122
69,121
70,120
71,119
72,118
73,117
74,114
75,114
76,114
77,114
78,113
79,112
80,110
81,110
82,107
83,107
84,105
85,105
86,103
87,102
88,101
89,101
90,101
91,101
92,101
93,101
94,101
95,100
96,100
97,100
98,100
99,100
100,100
