round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,199
28,199
29,197
30,196
31,195
32,193
33,191
34,191
35,189
36,189
37,187
38,186
39,184
40,184
41,183
42,183
43,183
44,183
45,181
46,180
47,180
48,177
49,176
50,175
51,174
52,172
53,172
54,172
55,171
56,170
57,169
58,168
59,167
60,167
61,166
62,166
63,166
64,165
65,165
66,161
67,158
68,158
69,157
70,155
71,154
72,154
73,151
74,151
75,149
76,145
77,145
78,144
79,144
80,143
81,141
82,138
83,137
84,137
85,134
86,134
87,134
88,134
89,133
90,132
91,131
92,130
93,130
94,130
95,129
96,127
97,126
98,126
99,125
100,125
