round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,199
26,197
27,196
28,194
29,194
30,192
31,188
32,187
33,183
34,182
35,181
36,181
37,181
38,180
39,179
40,179
41,178
42,176
43,175
44,173
45,170
46,169
47,169
48,168
49,168
50,167
51,166
52,163
53,163
54,161
55,161
56,161
57,160
58,160
59,158
60,158
61,158
62,157
63,155
64,154
65,152
66,150
67,150
68,147
69,147
70,143
71,143
72,143
73,140
74,140
75,137
76,136
77,136
78,136
79,135
80,133
81,133
82,133
83,132
84,132
85,129
86,127
87,126
88,125
89,124
90,123
91,123
92,123
93,123
94,121
95,120
96,120
97,118
98,117
99,116
100,114
