round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,199
17,198
18,197
19,197
20,197
21,197
22,197
23,196
24,194
25,193
26,192
27,191
28,190
29,186
30,186
31,185
32,182
33,181
34,181
35,179
36,177
37,173
38,171
39,166
40,165
41,164
42,162
43,162
44,161
45,161
46,159
47,159
48,158
49,157
50,155
51,152
52,150
53,147
54,146
55,145
56,144
57,141
58,138
59,134
60,132
61,130
62,128
63,127
64,125
65,123
66,122
67,121
68,119
69,119
70,119
71,119
72,118
73,118
74,116
75,112
76,112
77,112
78,110
79,108
80,108
81,106
82,106
83,106
84,106
85,103
86,103
87,103
88,102
89,102
90,101
91,101
92,101
93,101
94,100
95,100
96,100
97,100
98,100
99,100
100,100
