round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,200
26,200
27,200
28,197
29,195
30,195
31,194
32,194
33,193
34,192
35,187
36,185
37,184
38,184
39,184
40,183
41,181
42,178
43,178
44,177
45,175
46,175
47,175
48,174
49,173
50,172
51,170
52,169
53,167
54,167
55,166
56,164
57,162
58,162
59,161
60,160
61,160
62,160
63,160
64,159
65,157
66,156
67,155
68,155
69,155
70,152
71,152
72,152
73,151
74,149
75,148
76,148
77,146
78,143
79,142
80,142
81,140
82,140
83,139
84,139
85,136
86,136
87,135
88,135
89,135
90,132
91,129
92,128
93,128
94,128
95,127
96,126
97,125
98,125
99,124
100,124
