round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,199
21,199
22,199
23,198
24,196
25,194
26,193
27,192
28,191
29,190
30,190
31,188
32,187
33,186
34,186
35,185
36,184
37,184
38,183
39,182
40,181
41,181
42,181
43,179
44,176
45,176
46,173
47,173
48,171
49,171
50,168
51,168
52,168
53,165
54,165
55,165
56,165
57,163
58,163
59,161
60,160
61,159
62,159
63,156
64,156
65,155
66,154
67,153
68,152
69,147
70,147
71,147
72,147
73,147
74,145
75,143
76,143
77,141
78,140
79,137
80,136
81,135
82,135
83,135
84,130
85,129
86,128
87,127
88,127
89,126
90,123
91,121
92,120
93,119
94,119
95,118
96,118
97,117
98,116
99,116
100,115
