round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,200
26,199
27,199
28,199
29,197
30,196
31,195
32,194
33,192
34,190
35,190
36,190
37,188
38,188
39,186
40,186
41,183
42,183
43,183
44,183
45,180
46,179
47,178
48,176
49,176
50,175
51,175
52,172
53,172
54,171
55,168
56,167
57,166
58,166
59,165
60,165
61,165
62,164
63,163
64,163
65,161
66,160
67,157
68,157
69,157
70,155
71,154
72,152
73,151
74,151
75,150
76,147
77,144
78,144
79,144
80,142
81,142
82,140
83,139
84,138
85,138
86,138
87,136
88,134
89,133
90,131
91,130
92,129
93,128
94,127
95,125
96,125
97,122
98,121
99,119
100,119
