round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,198
26,197
27,194
28,194
29,194
30,192
31,192
32,192
33,192
34,192
35,192
36,191
37,189
38,188
39,188
40,187
41,184
42,183
43,182
44,182
45,182
46,180
47,179
48,179
49,177
50,177
51,177
52,175
53,175
54,175
55,171
56,171
57,170
58,170
59,169
60,167
61,167
62,166
63,164
64,162
65,161
66,159
67,157
68,156
69,155
70,153
71,152
72,152
73,152
74,150
75,150
76,148
77,147
78,146
79,146
80,146
81,146
82,145
83,143
84,140
85,139
86,136
87,135
88,135
89,133
90,133
91,130
92,130
93,126
94,125
95,125
96,125
97,125
98,123
99,123
100,122
