round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,199
24,197
25,195
26,193
27,191
28,191
29,190
30,190
31,188
32,188
33,187
34,185
35,183
36,182
37,181
38,181
39,176
40,175
41,175
42,175
43,173
44,171
45,171
46,171
47,170
48,170
49,169
50,169
51,165
52,163
53,163
54,162
55,161
56,159
57,158
58,158
59,157
60,156
61,156
62,155
63,154
64,152
65,150
66,149
67,148
68,146
69,144
70,143
71,139
72,137
73,137
74,137
75,136
76,136
77,135
78,132
79,132
80,132
81,131
82,129
83,129
84,127
85,127
86,126
87,123
88,123
89,121
90,120
91,118
92,118
93,118
94,114
95,113
96,112
97,112
98,112
99,112
100,111
