round,test_accuracy
1,17.923322683706072
2,11.853035143769969
3,25.750798722044728
4,39.361022364217256
5,49.39297124600639
6,49.13738019169329
7,56.77316293929712
8,63.35463258785943
9,67.66773162939297
10,80.09584664536742
11,66.54952076677316
12,80.38338658146965
13,66.23003194888179
14,82.42811501597444
15,89.26517571884985
16,89.96805111821087
17,86.90095846645367
18,90.22364217252397
19,83.99361022364218
20,78.49840255591054
21,86.10223642172524
22,87.18849840255591
23,86.29392971246007
24,91.82108626198082
25,91.8849840255591
26,91.59744408945687
27,92.49201277955271
28,93.1629392971246
29,93.76996805111821
30,90.7667731629393
31,92.26837060702876
32,88.81789137380191
33,94.24920127795527
34,93.96166134185303
35,89.3929712460064
36,95.39936102236422
37,93.03514376996804
38,93.83386581469648
39,93.61022364217253
40,93.80191693290735
41,85.46325878594249
42,93.96166134185303
43,90.57507987220447
44,89.68051118210863
45,91.50159744408946
46,94.24920127795527
47,95.11182108626198
48,91.0223642172524
49,91.34185303514377
50,95.3035143769968
51,94.02555910543131
52,92.97124600638978
53,95.5591054313099
54,95.39936102236422
55,94.53674121405751
56,91.69329073482429
57,90.67092651757189
58,93.73801916932908
59,94.85623003194888
60,95.75079872204473
61,95.5591054313099
62,95.07987220447285
63,95.17571884984025
64,96.54952076677316
65,96.70926517571885
66,96.6773162939297
67,95.814696485623
68,95.78274760383387
69,96.6773162939297
70,92.36421725239616
71,95.07987220447285
72,95.68690095846645
73,96.00638977635782
74,95.68690095846645
75,94.34504792332268
76,94.53674121405751
77,96.29392971246007
78,96.10223642172524
79,94.63258785942492
80,96.74121405750799
81,96.54952076677316
82,95.62300319488818
83,96.0702875399361
84,94.72843450479233
85,96.3258785942492
86,96.26198083067092
87,96.93290734824281
88,96.90095846645367
89,97.34824281150159
90,95.62300319488818
91,97.09265175718849
92,96.0702875399361
93,95.52715654952077
94,96.8370607028754
95,95.23961661341853
96,96.3258785942492
97,96.23003194888179
98,96.61341853035144
99,96.93290734824281
100,96.16613418530352
