round,test_accuracy
1,10.159744408945686
2,21.597444089456868
3,35.14376996805112
4,39.29712460063898
5,45.91054313099041
6,54.153354632587856
7,56.0702875399361
8,60.86261980830671
9,73.29073482428115
10,58.753993610223645
11,61.56549520766773
12,76.96485623003196
13,69.29712460063898
14,71.8849840255591
15,73.48242811501598
16,89.55271565495208
17,82.26837060702876
18,79.87220447284345
19,82.52396166134186
20,87.60383386581469
21,83.3226837060703
22,88.8817891373802
23,91.05431309904154
24,85.75079872204473
25,90.54313099041534
26,92.36421725239616
27,92.87539936102236
28,93.1629392971246
29,91.18210862619809
30,87.79552715654953
31,88.17891373801918
32,93.6741214057508
33,91.94888178913737
34,94.82428115015975
35,93.45047923322684
36,92.07667731629392
37,93.57827476038338
38,95.2076677316294
39,94.92012779552715
40,93.61022364217253
41,94.31309904153355
42,94.98402555910543
43,92.52396166134186
44,94.34504792332268
45,94.63258785942492
46,95.39936102236422
47,94.4408945686901
48,92.93929712460064
49,94.76038338658147
50,94.9520766773163
51,92.36421725239616
52,94.9520766773163
53,93.48242811501598
54,93.1629392971246
55,93.6741214057508
56,92.46006389776358
57,95.3035143769968
58,94.9520766773163
59,96.00638977635782
60,94.82428115015975
61,95.14376996805112
62,94.60063897763578
63,92.61980830670926
64,92.33226837060703
65,92.26837060702876
66,96.00638977635782
67,94.6964856230032
68,94.66453674121406
69,94.88817891373802
70,92.30031948881789
71,95.62300319488818
72,96.42172523961662
73,95.97444089456869
74,95.07987220447285
75,96.00638977635782
76,96.10223642172524
77,95.75079872204473
78,96.3258785942492
79,95.78274760383387
80,95.3035143769968
81,95.33546325878594
82,95.71884984025559
83,96.03833865814697
84,95.52715654952077
85,95.39936102236422
86,95.23961661341853
87,94.88817891373802
88,96.5814696485623
89,96.13418530351437
90,95.97444089456869
91,95.46325878594249
92,95.2076677316294
93,96.13418530351437
94,94.85623003194888
95,95.75079872204473
96,95.62300319488818
97,95.33546325878594
98,95.97444089456869
99,96.0702875399361
100,96.3258785942492
