round,test_accuracy
1,8.78594249201278
2,19.936102236421725
3,31.182108626198083
4,45.3035143769968
5,45.814696485623
6,62.6517571884984
7,64.47284345047923
8,63.83386581469649
9,71.72523961661342
10,73.57827476038338
11,74.82428115015975
12,78.17891373801918
13,80.73482428115015
14,75.49520766773163
15,79.64856230031948
16,72.20447284345047
17,79.45686900958466
18,88.33865814696486
19,91.27795527156549
20,84.12140575079871
21,86.93290734824281
22,90.89456869009585
23,88.30670926517571
24,89.55271565495208
25,89.77635782747603
26,91.18210862619809
27,90.83067092651757
28,89.55271565495208
29,89.2332268370607
30,92.58785942492013
31,92.93929712460064
32,90.38338658146965
33,91.8849840255591
34,93.13099041533546
35,91.59744408945687
36,93.99361022364218
37,94.40894568690096
38,92.77955271565496
39,94.72843450479233
40,93.89776357827476
41,93.03514376996804
42,95.0479233226837
43,94.6964856230032
44,95.14376996805112
45,95.84664536741214
46,93.9297124600639
47,95.65495207667732
48,95.49520766773163
49,95.84664536741214
50,95.17571884984025
51,94.60063897763578
52,94.12140575079871
53,92.90734824281151
54,95.11182108626198
55,96.29392971246007
56,95.94249201277955
57,95.87859424920129
58,95.814696485623
59,95.49520766773163
60,95.11182108626198
61,93.99361022364218
62,96.51757188498402
63,95.91054313099042
64,96.54952076677316
65,95.59105431309904
66,96.03833865814697
67,96.13418530351437
68,95.5591054313099
69,96.80511182108626
70,95.43130990415335
71,94.88817891373802
72,96.45367412140575
73,96.10223642172524
74,94.12140575079871
75,94.72843450479233
76,93.6741214057508
77,95.84664536741214
78,94.60063897763578
79,94.92012779552715
80,94.34504792332268
81,95.68690095846645
82,96.23003194888179
83,96.42172523961662
84,96.29392971246007
85,97.02875399361022
86,96.03833865814697
87,94.40894568690096
88,94.6964856230032
89,94.98402555910543
90,92.93929712460064
91,94.50479233226837
92,95.43130990415335
93,94.92012779552715
94,94.7923322683706
95,93.57827476038338
96,96.19808306709265
97,96.29392971246007
98,93.80191693290735
99,97.25239616613419
100,96.3258785942492
